http://www.divx.com/author,http://www.divx.com/software/divx-edition/author,,TRUE,FALSE
http://www.divx.com/de/aac,http://www.divx.com/de/software/divx-plus/codec-pack/aac,,FALSE,TRUE
http://www.divx.com/de/aac-german,http://www.divx.com/de/software/divx-plus/codec-pack/aac,,FALSE,TRUE
http://www.divx.com/de/community-codec-windows-german,http://www.divx.com/de/software/divx-plus/codec-pack,,FALSE,TRUE
http://www.divx.com/de/converter-pro-mac-german,http://www.divx.com/de/software/mac/pro,,FALSE,TRUE
http://www.divx.com/de/converter-trial-windows-german,http://www.divx.com/de/software/divx-plus/converter,,FALSE,TRUE
http://www.divx.com/de/converter-windows-german,http://www.divx.com/de/software/divx-plus/converter,,FALSE,TRUE
http://www.divx.com/de/downloads,http://www.divx.com/de/software,,FALSE,TRUE
http://www.divx.com/de/downloads/,http://www.divx.com/de/software,,FALSE,TRUE
http://www.divx.com/de/downloads/post-install/win,http://www.divx.com/de/software/download/installed,,FALSE,TRUE
http://www.divx.com/de/h264-german,http://www.divx.com/de/software/divx-plus/codec-pack/h264,,FALSE,TRUE
http://www.divx.com/de/mkv-german,http://www.divx.com/de/software/divx-plus/codec-pack/mkv,,FALSE,TRUE
http://www.divx.com/de/player-mac-german,http://www.divx.com/de/software/mac,,FALSE,TRUE
http://www.divx.com/de/player-windows-german,http://www.divx.com/de/software/divx-plus/player,,FALSE,TRUE
http://www.divx.com/de/pro-codec-mac-german,http://www.divx.com/de/software/mac/pro,,FALSE,TRUE
http://www.divx.com/de/pro-codec-windows,http://www.divx.com/de/software/divx-plus/pro,,FALSE,TRUE
http://www.divx.com/de/products/software,http://www.divx.com/de/software/divx-plus,,FALSE,TRUE
http://www.divx.com/de/products/software/divx/web-player,http://www.divx.com/de/software/divx-plus/web-player,,FALSE,TRUE
http://www.divx.com/de/products/software/mac/divx,http://www.divx.com/de/software/mac,,FALSE,TRUE
http://www.divx.com/de/products/software/mac/divx-pro,http://www.divx.com/de/software/mac/pro,,FALSE,TRUE
http://www.divx.com/de/products/software/upgrade,http://www.divx.com/de/software/divx-plus/upgrade,,FALSE,TRUE
http://www.divx.com/de/products/software/windows/author,http://www.divx.com/de/software/divx-edition/author,,FALSE,TRUE
http://www.divx.com/de/products/software/windows/compare-divx,http://www.divx.com/de/software/divx-plus/pro,,FALSE,TRUE
